SLU Score,Opponent Score,Set,Opponent,Year,Server,Play Comment,,
20,22,3,RIT,2014,RIT_WV~1,[Rebecca Bennett] Kill by Sarah  Szybist (from Laiz Novaes).,,
21,22,3,RIT,2014,RIT_WV~1,[Rebecca Bennett] Service error.,,
21,23,3,RIT,2014,SLU,[Masha Kolesnikova] Attack error by Cristina Deschaine.,,
21,24,3,RIT,2014,RIT_WV~1,[Abby Higgins] Attack error by Cristina Deschaine.,,
22,24,3,RIT,2014,RIT_WV~1,[Abby Higgins] Kill by Cristina Deschaine (from Katie Kull).,,
22,25,3,RIT,2014,SLU,[Cristina Deschaine] Kill by Sarah  Szybist (from Laiz Novaes).,,
0,1,4,RIT,2014,SLU,[Katie Rowell] Kill by Sarah  Szybist (from Laiz Novaes).,,
1,1,4,RIT,2014,RIT_WV~1,[Abby Higgins] Kill by Cristina Deschaine (from Katie Kull).,,
1,2,4,RIT,2014,SLU,[Cristina Deschaine] Service error.,,
2,2,4,RIT,2014,RIT_WV~1,[Laiz Novaes] Attack error by Sarah  Szybist (block by Amanda Brooks; Becky Briggs).,,
2,3,4,RIT,2014,SLU,[Katarina Marczeski] Kill by Lauren Gotsch (from Laiz Novaes).,,
3,3,4,RIT,2014,RIT_WV~1,[Sarah  Szybist] Service error.,,
4,3,4,RIT,2014,SLU,[Marisa Turner] Attack error by Amy Van Hienen.,,
5,3,4,RIT,2014,SLU,[Marisa Turner] Attack error by Kayla Wheeler.,,
5,4,4,RIT,2014,SLU,[Marisa Turner] Kill by Amy Van Hienen (from Laiz Novaes).,,
6,4,4,RIT,2014,RIT_WV~1,[Bethany Davis] Service error.,,
6,5,4,RIT,2014,SLU,[Mariah Dignan] Service error.,,
7,5,4,RIT,2014,RIT_WV~1,[Hanna Stokes] Kill by Cristina Deschaine.,,
7,6,4,RIT,2014,SLU,[Maddy Ruehl] Attack error by Cristina Deschaine.,,
8,6,4,RIT,2014,RIT_WV~1,[Rebecca Bennett] Kill by Cristina Deschaine (from Katie Kull).,,
8,7,4,RIT,2014,SLU,[Katie Rowell] Ball handling error by Mariah Dignan.,,
8,8,4,RIT,2014,RIT_WV~1,[Abby Higgins] Service ace (Katie Rowell).,,
9,8,4,RIT,2014,RIT_WV~1,[Abby Higgins] Kill by Cristina Deschaine (from Katie Kull).,,
9,9,4,RIT,2014,SLU,[Cristina Deschaine] Service error.,,
9,10,4,RIT,2014,RIT_WV~1,[Laiz Novaes] Attack error by Lexi Brown.,,
10,10,4,RIT,2014,RIT_WV~1,[Laiz Novaes] Attack error by Kayla Wheeler.,,
10,11,4,RIT,2014,SLU,[Katarina Marczeski] Attack error by Lexi Brown.,,
10,12,4,RIT,2014,RIT_WV~1,[Sarah  Szybist] Attack error by Katie Rowell.,,
10,13,4,RIT,2014,RIT_WV~1,[Sarah  Szybist] Kill by Amy Van Hienen (from Laiz Novaes).,,
10,14,4,RIT,2014,RIT_WV~1,[Sarah  Szybist] Attack error by Becky Briggs.,,
11,14,4,RIT,2014,RIT_WV~1,[Sarah  Szybist] Kill by Lexi Brown (from Katarina Marczeski).,,
12,14,4,RIT,2014,SLU,[Marisa Turner] Attack error by Lauren Gotsch.,,
13,14,4,RIT,2014,SLU,[Marisa Turner] Ball handling error by Laiz Novaes.,,
14,14,4,RIT,2014,SLU,[Marisa Turner] Service ace (Bethany Davis).,,
14,15,4,RIT,2014,SLU,[Marisa Turner] Attack error by Katarina Marczeski.,,
14,16,4,RIT,2014,RIT_WV~1,[Bethany Davis] Attack error by Becky Briggs.,,
14,17,4,RIT,2014,RIT_WV~1,[Bethany Davis] Attack error by Mariah Dignan.,,
15,17,4,RIT,2014,RIT_WV~1,[Bethany Davis] Service error.,,
16,17,4,RIT,2014,SLU,[Mariah Dignan] Attack error by Lauren Gotsch.,,
17,17,4,RIT,2014,SLU,[Mariah Dignan] Kill by Cristina Deschaine (from Katarina Marczeski).,,
17,18,4,RIT,2014,SLU,[Mariah Dignan] Kill by Amy Van Hienen (from Bethany Davis).,,
18,18,4,RIT,2014,RIT_WV~1,[Hanna Stokes] Attack error by Amy Van Hienen (block by Maddy Ruehl; Cristina Deschaine).,,
19,18,4,RIT,2014,SLU,[Maddy Ruehl] Ball handling error by Laiz Novaes.,,
20,18,4,RIT,2014,SLU,[Maddy Ruehl] Kill by Masha Kolesnikova (from Katarina Marczeski).,,
21,18,4,RIT,2014,SLU,[Maddy Ruehl] Attack error by Sarah  Szybist (block by Katarina Marczeski; Cristina Deschaine).,,
21,19,4,RIT,2014,SLU,"[Maddy Ruehl] Kill by Abby Higgins (from Laiz Novaes), block error by Katarina Marczeski.",,
22,19,4,RIT,2014,RIT_WV~1,[Rebecca Bennett] Kill by Cristina Deschaine (from Katie Kull).,,
22,20,4,RIT,2014,SLU,[Masha Kolesnikova] Kill by Sarah  Szybist (from Laiz Novaes).,,
23,20,4,RIT,2014,RIT_WV~1,[Abby Higgins] Kill by Lexi Brown (from Katie Kull).,,
23,21,4,RIT,2014,SLU,[Cristina Deschaine] Kill by Sarah  Szybist (from Laiz Novaes).,,
23,22,4,RIT,2014,RIT_WV~1,[Laiz Novaes] Service ace (Masha Kolesnikova).,,
24,22,4,RIT,2014,RIT_WV~1,[Laiz Novaes] Kill by Becky Briggs (from Katie Kull).,,
24,23,4,RIT,2014,SLU,[Amanda Brooks] Kill by Sarah  Szybist (from Laiz Novaes).,,
25,23,4,RIT,2014,RIT_WV~1,[Sarah  Szybist] Service error.,,
1,0,1,Bard,2014,SLU,[Masha Kolesnikova] Service ace (Kaylynn Tran).,,
1,1,1,Bard,2014,SLU,[Masha Kolesnikova] Service error.,,
2,1,1,Bard,2014,BARD,[Philippine Alba] Kill by Cristina Deschaine (from Katie Kull).,,
2,2,1,Bard,2014,SLU,[Cristina Deschaine] Kill by Tytravia Riley (from Lexi Cooper).,,
3,2,1,Bard,2014,BARD,[Zoe Morgan-Weinman] Kill by Becky Briggs (from Katie Kull).,,
3,3,1,Bard,2014,SLU,[Katarina Marczeski] Kill by Philippine Alba (from Lexi Cooper).,,
4,3,1,Bard,2014,BARD,[Tytravia Riley] Kill by Lexi Brown.,,
4,4,1,Bard,2014,SLU,[Lexi Brown] Attack error by Lexi Brown.,,
4,5,1,Bard,2014,BARD,[Kaylynn Tran] Attack error by Maddy Ruehl.,,
5,5,1,Bard,2014,BARD,[Kaylynn Tran] Kill by Becky Briggs (from Katarina Marczeski).,,
6,5,1,Bard,2014,SLU,[Marisa Turner] Kill by Masha Kolesnikova (from Marisa Turner).,,
7,5,1,Bard,2014,SLU,[Marisa Turner] Bad set by Lexi Cooper.,,
7,6,1,Bard,2014,SLU,[Marisa Turner] Kill by Lexi Akingbade (from Lexi Cooper).,,
8,6,1,Bard,2014,BARD,[Sarah Peskin] Kill by Maddy Ruehl (from Katarina Marczeski).,,
9,6,1,Bard,2014,SLU,[Maddy Ruehl] Bad set by Lexi Cooper.,,
10,6,1,Bard,2014,SLU,[Maddy Ruehl] Kill by Katarina Marczeski.,,
11,6,1,Bard,2014,SLU,[Maddy Ruehl] Attack error by Philippine Alba.,,
12,6,1,Bard,2014,SLU,[Maddy Ruehl] Service ace (Daniella Azulai).,,
13,6,1,Bard,2014,SLU,[Maddy Ruehl] Service ace (Sarah Peskin).,,
13,7,1,Bard,2014,SLU,[Maddy Ruehl] Service error.,,
14,7,1,Bard,2014,BARD,[Lexi Cooper] Kill by Cristina Deschaine (from Katie Kull).,,
14,8,1,Bard,2014,SLU,[Masha Kolesnikova] Attack error by Amanda Brooks.,,
15,8,1,Bard,2014,SLU,[Masha Kolesnikova] Service ace (Daniella Azulai).,,
15,9,1,Bard,2014,SLU,[Masha Kolesnikova] Service error.,,
16,9,1,Bard,2014,BARD,[Philippine Alba] Kill by Cristina Deschaine (from Katie Kull).,,
16,10,1,Bard,2014,SLU,[Cristina Deschaine] Service error.,,
16,11,1,Bard,2014,BARD,[Zoe Morgan-Weinman] Attack error by Amanda Brooks (block by Kaylynn Tran; Lexi Akingbade).,,
17,11,1,Bard,2014,BARD,[Zoe Morgan-Weinman] Attack error by Daniella Azulai.,,
18,11,1,Bard,2014,BARD,[Zoe Morgan-Weinman] Kill by Lexi Brown (from Marisa Turner).,,
19,11,1,Bard,2014,SLU,[Katarina Marczeski] Service ace (Sarah Peskin).,,
20,11,1,Bard,2014,SLU,[Katarina Marczeski] Attack error by Lexi Akingbade.,,
20,12,1,Bard,2014,SLU,[Katarina Marczeski] Bad set by Katarina Marczeski.,,
20,13,1,Bard,2014,BARD,[Tytravia Riley] Attack error by Maddy Ruehl.,,
21,13,1,Bard,2014,BARD,[Tytravia Riley] Kill by Lexi Brown (from Katarina Marczeski).,,
22,13,1,Bard,2014,SLU,[Lexi Brown] Service ace (Rebecca Speckenbach).,,
23,13,1,Bard,2014,SLU,[Lexi Brown] Kill by Masha Kolesnikova (from Katarina Marczeski).,,
24,13,1,Bard,2014,SLU,[Lexi Brown] Attack error by Lexi Akingbade.,,
24,14,1,Bard,2014,SLU,[Lexi Brown] Service error.,,
24,15,1,Bard,2014,BARD,[Kaylynn Tran] Attack error by Becky Briggs.,,
25,15,1,Bard,2014,BARD,[Kaylynn Tran] Kill by Masha Kolesnikova (from Katarina Marczeski).,,
1,0,2,Bard,2014,BARD,[Lexi Cooper] Kill by Amanda Brooks (from Katie Kull).,,
2,0,2,Bard,2014,SLU,[Katie Rowell] Attack error by Tytravia Riley.,,
3,0,2,Bard,2014,SLU,[Katie Rowell] Attack error by Zoe Morgan-Weinman.,,
4,0,2,Bard,2014,SLU,[Katie Rowell] Service ace (Sarah Peskin).,,
4,1,2,Bard,2014,SLU,[Katie Rowell] Service error.,,
5,1,2,Bard,2014,BARD,[Philippine Alba] Kill by Rebecca Doser (from Katie Kull).,,
6,1,2,Bard,2014,SLU,[Rebecca Doser] Attack error by Kaylynn Tran.,,
7,1,2,Bard,2014,SLU,[Rebecca Doser] Bad set by Lexi Cooper.,,
8,1,2,Bard,2014,SLU,[Rebecca Doser] Attack error by Kaylynn Tran.,,
9,1,2,Bard,2014,SLU,[Rebecca Doser] Service ace (Kaylynn Tran).,,
10,1,2,Bard,2014,SLU,[Rebecca Doser] Kill by Becky Briggs (from Katie Kull).,,
11,1,2,Bard,2014,SLU,[Rebecca Doser] Bad set by Lexi Cooper.,,
11,2,2,Bard,2014,SLU,[Rebecca Doser] Service error.,,
12,2,2,Bard,2014,BARD,[Zoe Morgan-Weinman] Kill by Becky Briggs.,,
13,2,2,Bard,2014,SLU,[Katarina Marczeski] Attack error by Kaylynn Tran.,,
13,3,2,Bard,2014,SLU,[Katarina Marczeski] Bad set by Katarina Marczeski.,,
14,3,2,Bard,2014,BARD,[Tytravia Riley] Kill by Becky Briggs (from Katarina Marczeski).,,
15,3,2,Bard,2014,SLU,[Masha Kolesnikova] Attack error by Philippine Alba.,,
16,3,2,Bard,2014,SLU,[Masha Kolesnikova] Service ace (Philippine Alba).,,
17,3,2,Bard,2014,SLU,[Masha Kolesnikova] Kill by Amanda Brooks (from Maddy Ruehl).,,
18,3,2,Bard,2014,SLU,[Masha Kolesnikova] Attack error by Rebecca Speckenbach.,,
19,3,2,Bard,2014,SLU,[Masha Kolesnikova] Service ace (Rebecca Speckenbach).,,
20,3,2,Bard,2014,SLU,[Masha Kolesnikova] Attack error by Kaylynn Tran.,,
21,3,2,Bard,2014,SLU,[Masha Kolesnikova] Service ace (Sarah Peskin).,,
22,3,2,Bard,2014,SLU,[Masha Kolesnikova] Service ace (Sarah Peskin).,,
23,3,2,Bard,2014,SLU,[Masha Kolesnikova] Kill by Katarina Marczeski.,,
24,3,2,Bard,2014,SLU,[Masha Kolesnikova] Kill by Amanda Brooks (from Maddy Ruehl).,,
25,3,2,Bard,2014,SLU,[Masha Kolesnikova] Attack error by Sarah Peskin.,,
0,1,3,Bard,2014,SLU,[Mariah Dignan] Kill by Tytravia Riley (from Lexi Cooper).,,
1,1,3,Bard,2014,BARD,[Zoe Morgan-Weinman] Kill by Lexi Brown (from Katie Kull).,,
2,1,3,Bard,2014,SLU,[Rebecca Doser] Service ace (Tytravia Riley).,,
2,2,3,Bard,2014,SLU,[Rebecca Doser] Kill by Lexi Akingbade (from Lexi Cooper).,,
3,2,3,Bard,2014,BARD,[Julia Berry] Kill by Lexi Brown (from Cristina Deschaine).,,
3,3,3,Bard,2014,SLU,[Katarina Marczeski] Service error.,,
4,3,3,Bard,2014,BARD,[Tytravia Riley] Kill by Lexi Brown (from Katarina Marczeski).,,
4,4,3,Bard,2014,SLU,[Rachel Pineda] Attack error by Amanda Brooks.,,
5,4,3,Bard,2014,BARD,[Sarah Peskin] Attack error by Zoe Morgan-Weinman (block by Cristina Deschaine; Amanda Brooks).,,
5,5,3,Bard,2014,SLU,[Katie Rowell] Attack error by Amanda Brooks.,,
5,6,3,Bard,2014,BARD,[Lexi Cooper] Attack error by Maddy Ruehl.,,
6,6,3,Bard,2014,BARD,[Lexi Cooper] Kill by Amanda Brooks (from Katarina Marczeski).,,
7,6,3,Bard,2014,SLU,[Maddy Ruehl] Kill by Amanda Brooks.,,
8,6,3,Bard,2014,SLU,[Maddy Ruehl] Kill by Katarina Marczeski.,,
8,7,3,Bard,2014,SLU,[Maddy Ruehl] Service error.,,
9,7,3,Bard,2014,BARD,[Philippine Alba] Service error.,,
9,8,3,Bard,2014,SLU,[Mariah Dignan] Service error.,,
10,8,3,Bard,2014,BARD,[Zoe Morgan-Weinman] Kill by Lexi Brown (from Katie Kull).,,
11,8,3,Bard,2014,SLU,[Rebecca Doser] Kill by Kelly Dillon (from Katie Kull).,,
11,9,3,Bard,2014,SLU,[Rebecca Doser] Kill by Tytravia Riley (from Lexi Cooper).,,
12,9,3,Bard,2014,BARD,[Julia Berry] Kill by Kelly Dillon (from Katie Kull).,,
12,10,3,Bard,2014,SLU,[Katarina Marczeski] Attack error by Maddy Ruehl.,,
13,10,3,Bard,2014,BARD,[Tytravia Riley] Kill by Mariah Dignan (from Katarina Marczeski).,,
14,10,3,Bard,2014,SLU,[Rachel Pineda] Kill by Cristina Deschaine (from Katarina Marczeski).,,
15,10,3,Bard,2014,SLU,[Rachel Pineda] Attack error by Julia Berry.,,
16,10,3,Bard,2014,SLU,[Rachel Pineda] Attack error by Lexi Akingbade (block by Amanda Brooks; Cristina Deschaine).,,
16,11,3,Bard,2014,SLU,[Rachel Pineda] Service error.,,
17,11,3,Bard,2014,BARD,[Sarah Peskin] Kill by Cristina Deschaine (from Katarina Marczeski).,,
17,12,3,Bard,2014,SLU,[Katie Rowell] Kill by Philippine Alba (from Lexi Cooper).,,
18,12,3,Bard,2014,BARD,[Lexi Cooper] Kill by Rebecca Doser (from Katarina Marczeski).,,
18,13,3,Bard,2014,SLU,[Maddy Ruehl] Kill by Philippine Alba (from Lexi Cooper).,,
19,13,3,Bard,2014,BARD,[Philippine Alba] Kill by Rebecca Doser (from Katie Kull).,,
19,14,3,Bard,2014,SLU,[Mariah Dignan] Kill by Tytravia Riley (from Lexi Cooper).,,
20,14,3,Bard,2014,BARD,[Zoe Morgan-Weinman] Kill by Rebecca Doser (from Rachel Pineda).,,
21,14,3,Bard,2014,SLU,"[Rebecca Doser] Kill by Rachel Pineda, block error by Lexi Akingbade.",,
22,14,3,Bard,2014,SLU,[Rebecca Doser] Attack error by Tytravia Riley (block by Kelly Dillon; Cristina Deschaine).,,
23,14,3,Bard,2014,SLU,[Rebecca Doser] Attack error by Tytravia Riley.,,
24,14,3,Bard,2014,SLU,[Rebecca Doser] Service ace (Philippine Alba).,,
24,15,3,Bard,2014,SLU,[Rebecca Doser] Service error.,,
25,15,3,Bard,2014,BARD,[Julia Berry] Kill by Kelly Dillon (from Katie Kull).,,
1,0,1,Clarkson,2014,CU,[Kristen Orlandini] Kill by Amanda Brooks (from Katie Kull).,,
1,1,1,Clarkson,2014,SLU,[Katie Rowell] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
1,2,1,Clarkson,2014,CU,[Evanne Jimenez] Kill by Adrienne Walker (from Kirstie Shurie).,,
2,2,1,Clarkson,2014,CU,[Evanne Jimenez] Kill by Cristina Deschaine (from Katie Kull).,,
2,3,1,Clarkson,2014,SLU,[Cristina Deschaine] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
2,4,1,Clarkson,2014,CU,[Sierra Rhoades] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
3,4,1,Clarkson,2014,CU,[Sierra Rhoades] Kill by Lexi Brown (from Mariah Dignan).,,
4,4,1,Clarkson,2014,SLU,[Katarina Marczeski] Kill by Lexi Brown (from Mariah Dignan).,,
5,4,1,Clarkson,2014,SLU,[Katarina Marczeski] Bad set by Kirstie Shurie.,,
5,5,1,Clarkson,2014,SLU,[Katarina Marczeski] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
5,6,1,Clarkson,2014,CU,[Victoria Kirkemo] Kill by Adrienne Walker.,,
5,7,1,Clarkson,2014,CU,[Victoria Kirkemo] Attack error by Lexi Brown.,,
6,7,1,Clarkson,2014,CU,[Victoria Kirkemo] Service error.,,
7,7,1,Clarkson,2014,SLU,[Lexi Brown] Attack error by Victoria Kirkemo.,,
7,8,1,Clarkson,2014,SLU,[Lexi Brown] Kill by Aishvina Arasu (from Kirstie Shurie).,,
7,9,1,Clarkson,2014,CU,[Adrienne Walker] Kill by Kirstie Shurie.,,
7,10,1,Clarkson,2014,CU,[Adrienne Walker] Service ace (Lexi Brown).,,
7,11,1,Clarkson,2014,CU,[Adrienne Walker] Bad set by Katarina Marczeski.,,
8,11,1,Clarkson,2014,CU,[Adrienne Walker] Attack error by Aishvina Arasu.,,
8,12,1,Clarkson,2014,SLU,[Mariah Dignan] Kill by Rachael Aird (from Kirstie Shurie).,,
8,13,1,Clarkson,2014,CU,[Kirstie Shurie] Bad set by Katarina Marczeski.,,
9,13,1,Clarkson,2014,CU,[Kirstie Shurie] Attack error by Lauren Hutchinson.,,
9,14,1,Clarkson,2014,SLU,[Maddy Ruehl] Kill by Lauren Hutchinson (from Kirstie Shurie).,,
10,14,1,Clarkson,2014,CU,[Kristen Orlandini] Attack error by Victoria Kirkemo (block by Amanda Brooks; Cristina Deschaine).,,
11,14,1,Clarkson,2014,SLU,[Katie Rowell] Attack error by Lauren Hutchinson.,,
12,14,1,Clarkson,2014,SLU,[Katie Rowell] Kill by Lexi Brown (from Katie Kull).,,
12,15,1,Clarkson,2014,SLU,[Katie Rowell] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
12,16,1,Clarkson,2014,CU,[Evanne Jimenez] Kill by Lauren Hutchinson (from Kirstie Shurie).,,
13,16,1,Clarkson,2014,CU,[Evanne Jimenez] Kill by Amanda Brooks (from Katie Rowell).,,
14,16,1,Clarkson,2014,SLU,[Cristina Deschaine] Kill by Lexi Brown (from Amanda Brooks).,,
14,17,1,Clarkson,2014,SLU,[Cristina Deschaine] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
15,17,1,Clarkson,2014,CU,[Sierra Rhoades] Kill by Lexi Brown (from Katie Kull).,,
15,18,1,Clarkson,2014,SLU,[Katarina Marczeski] Attack error by Rebecca Doser.,,
16,18,1,Clarkson,2014,CU,[Victoria Kirkemo] Kill by Lexi Brown (from Katarina Marczeski).,,
16,19,1,Clarkson,2014,SLU,[Lexi Brown] Kill by Adrienne Walker (from Kirstie Shurie).,,
17,19,1,Clarkson,2014,CU,[Adrienne Walker] Kill by Becky Briggs (from Katarina Marczeski).,,
18,19,1,Clarkson,2014,SLU,[Mariah Dignan] Kill by Katarina Marczeski.,,
18,20,1,Clarkson,2014,SLU,[Mariah Dignan] Kill by Aishvina Arasu (from Kirstie Shurie).,,
19,20,1,Clarkson,2014,CU,[Kirstie Shurie] Kill by Cristina Deschaine (from Katarina Marczeski).,,
20,20,1,Clarkson,2014,SLU,[Rebecca Doser] Attack error by Victoria Kirkemo (block by Cristina Deschaine).,,
20,21,1,Clarkson,2014,SLU,[Rebecca Doser] Kill by Rachael Aird (from Kirstie Shurie).,,
21,21,1,Clarkson,2014,CU,[Kristen Orlandini] Kill by Cristina Deschaine (from Katie Kull).,,
21,22,1,Clarkson,2014,SLU,[Katie Rowell] Kill by Rachael Aird (from Kirstie Shurie).,,
21,23,1,Clarkson,2014,CU,[Evanne Jimenez] Attack error by Lexi Brown.,,
21,24,1,Clarkson,2014,CU,[Evanne Jimenez] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
21,25,1,Clarkson,2014,CU,[Evanne Jimenez] Attack error by Cristina Deschaine.,,
0,1,2,Clarkson,2014,SLU,[Katie Rowell] Kill by Lauren Hutchinson (from Victoria Kirkemo).,,
1,1,2,Clarkson,2014,CU,[Evanne Jimenez] Kill by Cristina Deschaine (from Katie Kull).,,
1,2,2,Clarkson,2014,SLU,[Cristina Deschaine] Attack error by Becky Briggs (block by Adrienne Walker).,,
1,3,2,Clarkson,2014,CU,[Sierra Rhoades] Kill by Sierra Rhoades (from Kirstie Shurie).,,
1,4,2,Clarkson,2014,CU,[Sierra Rhoades] Kill by Adrienne Walker (from Kirstie Shurie).,,
2,4,2,Clarkson,2014,CU,[Sierra Rhoades] Kill by Amanda Brooks (from Katie Kull).,,
2,5,2,Clarkson,2014,SLU,[Katarina Marczeski] Service error.,,
3,5,2,Clarkson,2014,CU,[Victoria Kirkemo] Kill by Rebecca Doser (from Mariah Dignan).,,
3,6,2,Clarkson,2014,SLU,[Lexi Brown] Kill by Aishvina Arasu (from Kirstie Shurie).,,
3,7,2,Clarkson,2014,CU,[Adrienne Walker] Kill by Aishvina Arasu (from Kirstie Shurie).,,
3,8,2,Clarkson,2014,CU,[Adrienne Walker] Attack error by Becky Briggs.,,
3,9,2,Clarkson,2014,CU,[Adrienne Walker] Attack error by Lexi Brown.,,
3,10,2,Clarkson,2014,CU,[Adrienne Walker] Attack error by Rebecca Doser (block by Rachael Aird).,,
4,10,2,Clarkson,2014,CU,[Adrienne Walker] Kill by Becky Briggs (from Katarina Marczeski).,,
4,11,2,Clarkson,2014,SLU,[Mariah Dignan] Kill by Rachael Aird (from Kirstie Shurie).,,
4,12,2,Clarkson,2014,CU,[Kirstie Shurie] Service ace (Lexi Brown).,,
5,12,2,Clarkson,2014,CU,[Kirstie Shurie] Kill by Cristina Deschaine (from Katarina Marczeski).,,
6,12,2,Clarkson,2014,SLU,[Rebecca Doser] Attack error by Victoria Kirkemo.,,
6,13,2,Clarkson,2014,SLU,[Rebecca Doser] Kill by Aishvina Arasu (from Kirstie Shurie).,,
6,14,2,Clarkson,2014,CU,[Kristen Orlandini] Kill by Lauren Hutchinson (from Kirstie Shurie).,,
6,15,2,Clarkson,2014,CU,[Kristen Orlandini] Kill by Rachael Aird (from Kirstie Shurie).,,
6,16,2,Clarkson,2014,CU,[Kristen Orlandini] Attack error by Cristina Deschaine.,,
6,17,2,Clarkson,2014,CU,[Kristen Orlandini] Kill by Victoria Kirkemo.,,
6,18,2,Clarkson,2014,CU,[Kristen Orlandini] Kill by Lauren Hutchinson (from Kirstie Shurie).,,
6,19,2,Clarkson,2014,CU,[Kristen Orlandini] Kill by Rachael Aird (from Kirstie Shurie).,,
7,19,2,Clarkson,2014,CU,[Kristen Orlandini] Kill by Amanda Brooks (from Mariah Dignan).,,
7,20,2,Clarkson,2014,SLU,[Katie Rowell] Kill by Rachael Aird (from Kirstie Shurie).,,
7,21,2,Clarkson,2014,CU,[Evanne Jimenez] Service ace (Katie Rowell).,,
8,21,2,Clarkson,2014,CU,[Evanne Jimenez] Service error.,,
8,22,2,Clarkson,2014,SLU,[Cristina Deschaine] Kill by Adrienne Walker.,,
8,23,2,Clarkson,2014,CU,[Sierra Rhoades] Service ace (Lexi Brown).,,
9,23,2,Clarkson,2014,CU,[Sierra Rhoades] Kill by Lexi Brown (from Katie Kull).,,
9,24,2,Clarkson,2014,SLU,[Katarina Marczeski] Kill by Adrienne Walker (from Kirstie Shurie).,,
10,24,2,Clarkson,2014,CU,[Victoria Kirkemo] Bad set by Kirstie Shurie.,,
10,25,2,Clarkson,2014,SLU,[Lexi Brown] Service error.,,
1,0,3,Clarkson,2014,CU,[Kristen Orlandini] Kill by Cristina Deschaine (from Katie Kull).,,
1,1,3,Clarkson,2014,SLU,[Katie Rowell] Kill by Lauren Hutchinson (from Kirstie Shurie).,,
2,1,3,Clarkson,2014,CU,[Evanne Jimenez] Service error.,,
3,1,3,Clarkson,2014,SLU,[Cristina Deschaine] Attack error by Victoria Kirkemo.,,
3,2,3,Clarkson,2014,SLU,[Cristina Deschaine] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
3,3,3,Clarkson,2014,CU,[Sierra Rhoades] Kill by Victoria Kirkemo (from Sierra Rhoades).,,
3,4,3,Clarkson,2014,CU,[Sierra Rhoades] Ball handling error by Katie Kull.,,
4,4,3,Clarkson,2014,CU,[Sierra Rhoades] Service error.,,
5,4,3,Clarkson,2014,SLU,[Katarina Marczeski] Kill by Lexi Brown (from Mariah Dignan).,,
6,4,3,Clarkson,2014,SLU,[Katarina Marczeski] Kill by Maddy Ruehl (from Mariah Dignan).,,
6,5,3,Clarkson,2014,SLU,[Katarina Marczeski] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
6,6,3,Clarkson,2014,CU,[Victoria Kirkemo] Attack error by Lexi Brown (block by Aishvina Arasu; Adrienne Walker).,,
7,6,3,Clarkson,2014,CU,[Victoria Kirkemo] Service error.,,
7,7,3,Clarkson,2014,SLU,[Lexi Brown] Service error.,,
8,7,3,Clarkson,2014,CU,[Adrienne Walker] Kill by Becky Briggs (from Katarina Marczeski).,,
8,8,3,Clarkson,2014,SLU,[Mariah Dignan] Kill by Aishvina Arasu (from Kirstie Shurie).,,
8,9,3,Clarkson,2014,CU,[Kirstie Shurie] Service ace (Lexi Brown).,,
9,9,3,Clarkson,2014,CU,[Kirstie Shurie] Kill by Maddy Ruehl (from Katarina Marczeski).,,
9,10,3,Clarkson,2014,SLU,"[Maddy Ruehl] Kill by Aishvina Arasu (from Evanne Jimenez), block error by Katarina Marczeski.",,
9,11,3,Clarkson,2014,CU,[Kristen Orlandini] Kill by Victoria Kirkemo (from Kristen Orlandini).,,
10,11,3,Clarkson,2014,CU,[Kristen Orlandini] Attack error by Victoria Kirkemo.,,
10,12,3,Clarkson,2014,SLU,[Katie Rowell] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
11,12,3,Clarkson,2014,CU,[Evanne Jimenez] Attack error by Victoria Kirkemo.,,
11,13,3,Clarkson,2014,SLU,[Cristina Deschaine] Kill by Adrienne Walker (from Kirstie Shurie).,,
12,13,3,Clarkson,2014,CU,[Sierra Rhoades] Kill by Amanda Brooks (from Katie Kull).,,
12,14,3,Clarkson,2014,SLU,[Katarina Marczeski] Ball handling error by Mariah Dignan.,,
12,15,3,Clarkson,2014,CU,[Victoria Kirkemo] Service ace (Mariah Dignan).,,
12,16,3,Clarkson,2014,CU,[Victoria Kirkemo] Service ace (Katie Rowell).,,
12,17,3,Clarkson,2014,CU,[Victoria Kirkemo] Kill by Victoria Kirkemo (from Evanne Jimenez).,,
12,18,3,Clarkson,2014,CU,[Victoria Kirkemo] Ball handling error by Katarina Marczeski.,,
12,19,3,Clarkson,2014,CU,[Victoria Kirkemo] Attack error by Mariah Dignan.,,
12,20,3,Clarkson,2014,CU,[Victoria Kirkemo] Service ace (Mariah Dignan).,,
12,21,3,Clarkson,2014,CU,[Victoria Kirkemo] Ball handling error by Katarina Marczeski.,,
13,21,3,Clarkson,2014,CU,[Victoria Kirkemo] Kill by Becky Briggs (from Katarina Marczeski).,,
13,22,3,Clarkson,2014,SLU,[Lexi Brown] Kill by Aishvina Arasu (from Kirstie Shurie).,,
